ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,happiness_level,gender,birth_date,birth_location_country_clean,age,age_group,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,zodiac_sign,zodiac_group
5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,Business,4,M,2000-07-21,Argentina,23,18-30,40.0,24.0,42.0,42.0,31.0,Cáncer,Agua
2.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Social Sciences,3,M,2002-09-12,Argentina,21,18-30,44.0,27.0,33.0,37.0,21.0,Virgo,Tierra
3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,Business,4,M,2004-05-19,Argentina,19,18-30,42.0,40.0,45.0,39.0,19.0,Tauro,Tierra
4.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,5.0,4.0,STEM,5,F,1963-02-01,Argentina,60,60+,41.0,47.0,38.0,47.0,20.0,Acuario,Aire
3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,Education,4,F,1995-11-24,Croatia,28,18-30,33.0,36.0,38.0,41.0,24.0,Sagitario,Fuego
2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,Social Sciences,2,M,2002-04-05,Argentina,21,18-30,44.0,36.0,33.0,39.0,30.0,Aries,Fuego
2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,Business,4,M,1991-08-16,Croatia,32,31-45,41.0,29.0,26.0,33.0,36.0,Leo,Fuego
3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,Education,4,F,1964-01-24,Argentina,59,46-59,39.0,41.0,25.0,42.0,23.0,Acuario,Aire
4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,Social Sciences,3,F,1986-08-07,Argentina,37,31-45,36.0,24.0,34.0,37.0,47.0,Leo,Fuego
4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,Health Sciences,5,F,1968-07-04,Spain,55,46-59,26.0,43.0,40.0,46.0,13.0,Cáncer,Agua
3.0,5.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,5.0,Health Sciences,5,M,1951-01-24,Argentina,72,60+,35.0,41.0,41.0,34.0,32.0,Acuario,Aire
3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,Business,4,M,1998-08-26,Argentina,25,18-30,44.0,38.0,43.0,45.0,31.0,Virgo,Tierra
1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,Business,4,M,2002-11-24,Argentina,21,18-30,37.0,40.0,31.0,35.0,24.0,Sagitario,Fuego
3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,Health Sciences,5,F,1966-03-20,Argentina,57,46-59,28.0,45.0,26.0,47.0,30.0,Piscis,Agua
4.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,Social Sciences,3,M,1966-11-08,Argentina,57,46-59,44.0,39.0,32.0,41.0,37.0,Escorpio,Agua
3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,Business,3,F,1992-03-23,Argentina,31,31-45,35.0,34.0,32.0,44.0,40.0,Aries,Fuego
2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,Health Sciences,3,F,1963-01-16,Argentina,60,60+,22.0,33.0,21.0,29.0,48.0,Capricornio,Tierra
4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,Social Sciences,4,F,1997-05-30,Argentina,26,18-30,40.0,31.0,34.0,42.0,26.0,Géminis,Aire
3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,Business,5,F,2001-04-20,Argentina,22,18-30,43.0,38.0,41.0,44.0,25.0,Tauro,Tierra
3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,STEM,4,F,1969-01-25,Argentina,54,46-59,46.0,41.0,43.0,46.0,21.0,Acuario,Aire
1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,STEM,3,F,1996-01-24,Argentina,27,18-30,42.0,38.0,17.0,47.0,32.0,Acuario,Aire
4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Business,4,M,2001-01-24,Argentina,22,18-30,45.0,37.0,45.0,40.0,35.0,Acuario,Aire
1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,Business,4,M,1995-05-12,Argentina,28,18-30,37.0,43.0,15.0,38.0,23.0,Tauro,Tierra
2.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,Social Sciences,4,M,1998-10-13,Argentina,25,18-30,46.0,42.0,39.0,50.0,18.0,Libra,Aire
2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,Education,4,F,1985-12-11,Argentina,38,31-45,27.0,43.0,29.0,44.0,22.0,Sagitario,Fuego
1.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,STEM,4,M,1999-08-31,Argentina,24,18-30,32.0,45.0,25.0,45.0,16.0,Virgo,Tierra
4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,Social Sciences,4,F,2002-01-05,Italy,21,18-30,36.0,27.0,37.0,48.0,47.0,Capricornio,Tierra
2.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,Business,3,M,1974-04-10,Argentina,49,46-59,35.0,29.0,26.0,22.0,41.0,Aries,Fuego
2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,STEM,4,F,2003-05-29,Argentina,20,18-30,34.0,46.0,24.0,35.0,37.0,Géminis,Aire
1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,Health Sciences,2,F,1964-05-09,Argentina,59,46-59,32.0,35.0,21.0,35.0,27.0,Tauro,Tierra
4.0,5.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,5.0,3.0,STEM,5,M,1994-07-06,Argentina,29,18-30,35.0,34.0,37.0,42.0,15.0,Cáncer,Agua
2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,Humanities,4,F,1968-09-24,Argentina,55,46-59,43.0,44.0,24.0,40.0,15.0,Libra,Aire
2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,Arts,2,F,2001-06-29,Argentina,22,18-30,26.0,35.0,25.0,22.0,31.0,Cáncer,Agua
3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,STEM,4,M,1998-07-20,Argentina,25,18-30,37.0,38.0,31.0,40.0,20.0,Cáncer,Agua
3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,STEM,3,M,1970-12-27,Argentina,53,46-59,38.0,35.0,29.0,35.0,26.0,Capricornio,Tierra
4.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,STEM,4,M,1962-09-07,Argentina,61,60+,44.0,44.0,39.0,40.0,19.0,Virgo,Tierra
4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,Education,4,F,1970-04-30,Argentina,53,46-59,34.0,46.0,43.0,43.0,19.0,Tauro,Tierra
3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,Humanities,3,F,1996-10-18,Argentina,27,18-30,45.0,37.0,38.0,42.0,27.0,Libra,Aire
3.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,Education,4,F,1980-11-08,Argentina,43,31-45,40.0,31.0,32.0,44.0,31.0,Escorpio,Agua
3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,Humanities,5,F,1986-01-10,Argentina,37,31-45,30.0,42.0,32.0,44.0,30.0,Capricornio,Tierra
3.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,Business,4,M,1962-11-19,Argentina,61,60+,37.0,33.0,27.0,42.0,32.0,Escorpio,Agua
2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,Business,3,M,1998-10-16,Argentina,25,18-30,34.0,28.0,25.0,37.0,21.0,Libra,Aire
4.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,Business,4,F,1990-09-25,Argentina,33,31-45,42.0,29.0,39.0,41.0,35.0,Libra,Aire
5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,5.0,Other,5,F,1953-08-03,Argentina,70,60+,39.0,46.0,43.0,50.0,18.0,Leo,Fuego
3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,Education,2,F,2023-10-24,Argentina,0,0-18,40.0,24.0,41.0,42.0,49.0,Escorpio,Agua
3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,Humanities,4,F,1991-11-06,Argentina,32,31-45,47.0,42.0,33.0,48.0,25.0,Escorpio,Agua
3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,Other,4,M,1966-04-03,Argentina,57,46-59,32.0,38.0,34.0,37.0,33.0,Aries,Fuego
3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,Education,3,F,1981-03-24,Argentina,42,31-45,34.0,49.0,34.0,48.0,31.0,Aries,Fuego
4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Business,3,M,1969-07-31,Argentina,54,46-59,29.0,42.0,43.0,46.0,32.0,Leo,Fuego
3.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,STEM,5,F,1996-06-21,Chile,27,18-30,38.0,37.0,39.0,43.0,29.0,Cáncer,Agua
3.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,Education,3,M,1990-07-16,Argentina,33,31-45,36.0,36.0,29.0,40.0,37.0,Cáncer,Agua
2.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,Humanities,3,F,1979-10-23,Argentina,44,31-45,42.0,36.0,32.0,45.0,29.0,Escorpio,Agua
4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,Social Sciences,4,F,1989-12-05,Argentina,34,31-45,38.0,40.0,40.0,46.0,29.0,Sagitario,Fuego
